company,domain
ALLOPNEUS,allopneus.com
ALLSAINTS,allsaints.com
ALLURE,allure.com
ALTAVIA PARIS,altavia-paris.com
ALTERMUNDI,altermundi.com
AMAC,amac.org
AMAZON,amazon.com
AMAZON BUSINESS,amazonbusiness.com
AMAZON WEB SERVICES,aws.amazon.com
AMC,amc.com
AMERICA TODAY,americatoday.com
AMERICAN TOURISTER,americantourister.com
AMERICAN VINTAGE,americanvintage.com
AMETLLER ORIGEN,ametllerorigen.com
AMEX,americanexpress.com
AMG MEDICAL,amgmedical.com
AMI PARIS,ami-paris.com
AMINA MUADDI,aminamuaddi.com
AMINA MUADDI/ AM DESIGN,aminamuaddi.com
ANTONELLE,antonelle.com
APPLE,apple.com
ARABIAN OUD,arabianoud.com
ARCTIC PAPER,arcticpaper.com
ARGEDIS / TOTAL ENERGIES,total-energies.com
ARLETTIE ONLINE,arlettie.com
ARMOR LUX,armorlux.com
ARMOR-LUX,armor-lux.com
AROBS,arobs.com
AROMA-ZONE,aroma-zone.com
ARSENAL FOOTBALL CLUB,arsenal.com
ARTSANA,artsana.com
AS WATSON,aswatson.com
ASDA SUPERMARKETS,asda.com
ASSOCIATED WEAVERS EUROPE NV,aw-europe.com
ASTERA,asteraglobal.com
ATELIER DU SOURCIL,atelierdusourcil.com
ATLASFORMEN,atlasformen.com
ATOL,atol.com
AUBADE,aubade.com
AUBADE PARIS,aubadeparis.com
AUBERT,aubert.com
AUCHAN,auchan.com
AUCHAN RETAIL,auchan.com
AUCHAN RETAIL FRANCE,auchan.fr
AUCHAN RETAIL INTERNATIONAL,auchan.com
AUCHAN.FR,auchan.fr
AUSTRALIAN RETAILERS ASSOCIATION,ara.net.au
AUTHENTIC,authentic.com
AUTOGRILL S.P.A.,autogrill.com
AUTOMOBILE CLUB DE L'OUEST,aco.fr
AVEM GROUP,avemgroup.com
AWIN,awin.com
AXA,axa.com
AXA FRANCE,axa.fr
AZULLI,azulli.com
AZURE,azure.com
B&M,bm.com
BACCARAT,baccarat.com
BACK MARKET,backmarket.com
BALENCIAGA,balenciaga.com
BALZAC PARIS,balzacparis.com
BAMBAW,bambaw.com
BANCO ITAÚ SA,itau.com.br
BANCO ITAU UNIBANCO SA,itau.com.br
BANQUE DE FRANCE,banque-de-france.fr
BANQUE POPULAIRE,banquepopulaire.fr
BANQUE POPULAIRE AUVERGNE RHÔNE ALPES,bpaura.fr
BANQUE POPULAIRE AUVERGNE RHÔNE-ALPES,banquepopulaire.fr
BARBARA BUI,barbarabui.com
BASE,base.com
BASILE,basile.com
BAZARCHIC,bazarchic.com
BEAUMANOIR,beaumanoir.com
BEAUTY SUCCESS,beautysuccess.com
BECQUET,becquet.com
BEIESDORF,beiersdorf.com
BEVH - GERMAN E-COMMERCE AND DISTANCE SELLING TRADE,bevh.org
BHV MARAIS,bhv-marais.com
BIC,bic.com
BIGBEN CONNECTED,bigbenconnected.com
BILLETWEB,billetweb.com
BIOCOOP,biocoop.fr
BIOCOOP SA,biocoop.fr
BLADE,blade.com
BLANCHE PORTE,blancheporte.com
BLANCHEPORTE,blancheporte.com
BMC,bmc.com
BNP,bnpparibas.com
BNP PARIBAS,bnpparibas.com
BNPP,bnpparibas.com
BNPPARIBAS,bnpparibas.com
BOBOCHIC,bobochic.com
BOCAGE,bocage.com
BOESNER,boesner.com
BOKU,boku.com
BONFIGLIOLI TRANSMISSIONS,bonfiglioli.com
BONG,bong.com
BONPOINT,bonpoint.com
BONPRIX,bonprix.com
BOUCHARA,bouchara.com
BOULANGER,boulanger.com
BOUYGUES TELECOM,bouyguestelecom.fr
BPCE,bpce.fr
BPOST SA,bpost.be
BRANCHEZRUGBY.FR,branchezrugby.fr
BRAND ALLEY,brandalley.com
BRICO DÉPÔT,bricodepot.com
BRICOMARCHE,bricomarche.com
BRICOPRIVE.COM,bricoprive.com
BRICOZOR,bricozor.com
BRINK'S,brinks.com
BRIOCHE DORÉE,briochedoree.com
BRITISH HEART FOUNDATION,bhf.org.uk
BROOKLYN CANDLE STUDIO,brooklyncandlestudio.com
BRUN DE VIAN-TIRAN,brundeviantiran.com
BULGARI,bulgari.com
BURBERRY,burberry.com
BUREAU VALLÉE,bureau-vallee.com
BURGER KING,burgerking.com
BUSINESS FRANCE,businessfrance.fr
BUT,but.com
BYREDO,byredo.com
C&A FRANCE,ca-france.com
CACHE CACHE,cache-cache.com
CAFE COTON,cafecoton.com
CAFÉ COTON,cafecoton.com
CAISSE D'EPARGNE IDF,caisse-epargne.fr
CAMIF MATELSOM,camif-matelsom.com
CANAL+,canalplus.com
CANAL+ GROUP,canalplus.com
CARAN D'ACHE,carandache.com
CARAPELLI,carapelli.com
CAREL,carel.com
CAREL SA,carel.com
CARLSBERG,carlsberg.com
CARMIGNAC,carmignac.com
CARMILA,carmila.com
CARREFOUR,carrefour.com
CARREFOUR BELGIUM,carrefour.be
CARREFOUR GLOBAL,carrefour.com
CARREFOUR GROUP,carrefour.com
CARREFOUR ITALIA,carrefour.it
CARREFOUR MARKET BELGIUM,carrefour.be
CARREFOUR TUNISIE,carrefour.tn
CARTIER INTERNATIONAL,cartier.com
CARTIER SA,cartier.com
CASH CONVERTERS BELGIUM,cashconverters.be
CASH CONVERTERS EUROPE,cashconverters.eu
CASH PISCINES,cash-piscines.com
CASTORAMA,castorama.com
CATALINA,catalina.com
CAUDALIE,caudalie.com
CBN,cbn.com
CCV,ccv.com
CDISCOUNT,cdiscount.com
CDP,cdp.net
CELIO,celio.com
CENNOX,cennox.com
CENTRAKOR,centrakor.com
CENTRE DES MONUMENTS NATINAUX,monuments-nationaux.fr
CENTRE DES MONUMENTS NATIONAUX,monuments-nationaux.fr
CENTRES DISTRIBUTEURS E. LECLERC,leclerc.com
CENTRIC SOFTWARE,centricsoftware.com
CHALHOUB GROUP,chalhoubgroup.com
CHAMPION,champion.com
CHANEL,chanel.com
CHANEL SAS,chanel.com
CHANTELLE,chantelle.com
CHANTELLE LINGERIE,chantelle-lingerie.com
CHAPITRE.COM,chapitre.com
CHATEAU MAIME,chateaumaime.com
CHECKPOINT SYSTEMS,checkpointsystems.com
CHEFCLUB,chefclub.com
CHEIL (SAMSUNG),cheil.com
CHLOE,chloe.com
CHOCOLATERIE DE PUYRICARD,chocolateriepuyricard.com
CHOPARD,chopard.com
CHRISTIAN DIOR COURTURE,dior.com
CHRISTIAN DIOR COUTURE,dior.com
CHRISTIAN LOUBOUTIN,christianlouboutin.com
CHRISTOFLE,christofle.com
CHRONODRIVE,chronodrive.com
"CIPHERLAB CO.,LTD",cipherlab.com
CIRANO,cirano.qc.ca
CISCO,cisco.com
CJ RETAIL SOLUTIONS GLOBAL,cjretailsolutionsglobal.com
CLAIRES,claires.com
CLARINS,clarins.com
CLARINS FRANCE,clarins.com
CLAUDIE PIERLOT,claudiepierlot.com
CLEVER-AGE,clever-age.com
CLOVING.CO.UK,cloving.co.uk
COCA-COLA EUROPACIFIC PARTNERS,ccep.com
COLRUYT GROUP,colruyt.com
COMEXPOSIUM,comexposium.com
COMMUNISIS,communisis.com
CONAD,conad.it
CONAD NORD OVEST,conadnordovest.it
CONFLUENT-DIGITAL,confluent-digital.com
CONFORAMA,conforama.com
COOP,coop.com
CO-OP,coop.com
COOP EESTI,coop.ee
COOP EESTI KESKÜHISTU,coop.ee
CO-OPERATIVE GROUP,coop.co.uk
COOPÉRATIVE U,cooperative-u.com
CORA,corahealth.com
CORNILLEAU,cornilleau.com
CORSICA FERRIES,corsica-ferries.com
COTY LUXURY,coty.com
COURIR,courir.com
COURRÈGES,courreges.com
COURSIER.FR,coursier.fr
CRAI,crai.com
CREDIT AGRICOLE DES SAVOIE,ca-des-savoie.fr
CRÉDIT DU NORD,credit-du-nord.com
CREDIT MUTUEL,credit-mutuel.com
CROCS,crocs.com
CROISIEUROPE,croisieurope.com
CROWNPEAK,crownpeak.com
CSC ITALIA,cscitalia.com
CYBEX,cybex.com
CYKON AB,cykon.se
DAFY MOTO,dafymoto.com
DAISYCON,daisycon.com
DAMART,damart.com
DAMART / DSB,damart.com
DANIEL HECHTER,danielhechter.com
DARTMOUTH,dartmouth.edu
DBVISIT,dbvisit.com
DCBRAIN,dcbrain.com
DECATHLON,decathlon.com
DECATHLON DIGITAL,decathlon.com
DECATHLON ESPAÑA SAU,decathlon.es
DECATHLON ITALIA,decathlon.it
DECATHLON SE,decathlon.com
DECATHON,decathlon.com
DEEZER,deezer.com
DEGRENNE,degrenne.com
DELCOURT,delcourt.com
DELIPOP UK,delipop.co.uk
DELL TECHNOLOGIES,dell.com
DELSEY PARIS,delseyparis.com
DELUBAC,delubac.com
DEPILTECH,depiltech.com
DESIGUAL,desigual.com
DEVIALET,devialet.com
DEVRED,devred.com
DEVRED SA,devred.com
DIGITAGS,digitags.com
DIOR,dior.com
DIOR COUTURE,dior.com
DIPTYQUE,diptyque.com
DIPTYQUE PARIS,diptyque.com
DIRK ROSSMANN GMBH,rossmann.de
DISNEY,disney.com
DISNEYLAND PARIS,disneylandparis.com
DODO,dodo.com
DOKTORABC.COM,doktorabc.com
DOLCE&GABBANA,dolcegabbana.com
DOMADOO SAS,domadoo.com
DOMINO'S PIZZA,dominos.com
DORA BRUSCHI,dorabruschi.com
DOREL FRANCE - MAXI-COSI,maxi-cosi.fr
DOUGLAS,douglas.com
DPD FRANCE,dpdfrance.com
DR PIERRE RICAUD,dr-pierre-ricaud.com
DSQUARED2,dsquared2.com
DUBAI SOUTH,dubaisouth.ae
DUFRY,dufry.com
DUTY FREE,dutyfree.com
DYPTIQUE,diptyqueparis.com
DYSON,dyson.com
E. LECLERC,leclerc.com
E.LECLERC,e-leclerc.com
EASYCASH,easycash.com
EBAY,ebay.com
EBIKE-CITY,ebike-city.com
EBULOBO,ebulobo.com
ECODYNAMIX.FR,ecodynamix.fr
ECOLE SUPÉRIEURE ESTIENNE,estienne.fr
ECOMIAM,ecomiam.com
EDEKA,edeka.de
EDEN PARK,edenpark.com
EDENLY,edenly.com
EDMOND DE ROTHSCHILD,edmond-de-rothschild.com
EIGHT ADVISORY,eightadvisory.com
EKOI,ekoi.com
ELARABY GROUP,elarabygroup.com
E-LECLERC,leclerc.com
ELECTRO DEPOT,electrodepot.com
ELIOR,elior.com
ELIOR GROUP,eliorgroup.com
ELITIS,elitis.com
ELLOS,ellos.com
ELSEVIER,elsevier.com
EMINZA,eminza.com
EMOVA GROUP,emovagroup.com
ENGIE,engie.com
ENGIE HOME SERVICES,engieservices.com
ENVIE DE FRAISE,enviedefraise.com
E-PARAPHARMACIE,e-parapharmacie.com
EPSON FRANCE,epson.fr
ERES,eres.com
ERIC BOMPARD,ericbompard.com
ERICFAVRE.COM,ericfavre.com
EROSKI S.COOP,eroski.es
ESPM ESCOLA SUPERIOR DE PROPAGANDA E MARKETING,espm.br
ESTEE LAUDER,esteelauder.com
ESTEE LAUDER COMPANIES,esteelauder.com
ESTÉE LAUDER COMPANIES,esteelauder.com
ETAM,etam.com
EURATECHNOLOGIES,euratechnologies.com
EURONICS INTERNATIONAL B.V.,euronics.com
EURONICS INTL.,euronics.com
EUROPCAR,europcar.com
EUROPEAN INVESTMENT BANK,eib.europa.eu
EVANEOS,evaneos.com
EVOLUTION,evolution.com
EVOLUTIVE-GROUP,evolutive-group.com
EVY,evy.com
EXKI,exki.com
EXPANSCIENCE,expanscience.com
EXXONMOBIL CHEMICALS,exxonmobilchemical.com
EYROLLES,eyrolles.com
FACEBOOK FRANCE SARL,facebook.fr
FAGUO,faguo.com
FARM RIO,farmrio.com
FAST RETAILING,fastretailing.com
FAST RETAILING GROUP,fastretailing.com
FAZER,fazer.fi
FERRERO,ferrero.com
FESTO,festo.com
FIMALAC,fimalac.com
FINNISH DESIGN SHOP,finnishdesignshop.com
FINTECTURE,fintecture.com
FIOULMARKET.FR,fioulmarket.fr
FLOA,floa.com
FLORAJET,florajet.com
FLORAL ATLANTA,floralatlanta.com
FNAC - DARTY,fnac-darty.com
FNAC / DARTY,fnac.com
FNAC / MSS,fnac.com
FNAC DARTY,fnacdarty.com
FNAC/DARTY,fnac-darty.com
FNACDARTY,fnacdarty.com
FONQ,fonq.nl
FONQ.NL,fonq.nl
FOODCHERI,foodcheri.com
FOOT LOCKER,footlocker.com
FOOT LOCKER EUROPE BV,footlockereurope.com
FOOT LOCKER INC.,footlocker.com
FORTNUM AND MASON PLC,fortnumandmason.com
FRAGRANCE.COM,fragrance.com
FRANÇAISE DES JEUX,fdj.fr
FRANCE GALOP,france-galop.com
FRANCE TONER,francetoner.com
FRANCE-AUTOMATISMES.COM,france-automatismes.com
FRANCK PROVOST,franckprovost.com
FRANPRIX,franprix.com
FREE,free.com
FREECOM,freecom.com
FREQUENTIEL,frequentiel.com
FUGAM - PECHEUR.COM,pecheur.com
FUJITSU FRONTECH NORTH AMERICA,fujitsufrontechna.com
FUSALP,fusalp.com
FUTUROSCOPE,futuroscope.com
G2A.COM,g2a.com
GALERIES LAFAYETTE,galerieslafayette.com
GALERIES LAFAYETTE CHAMPS ELYSÉES,galerieslafayette.com
GALERIES LAFAYETTE HAUSSMANN,galerieslafayette.com
GALP,galp.com
GANT,gant.com
GBH,gbh.org
GEDIMAT,gedimat.com
GEELY/CAOCAO,geely.com
GENERAL OPTICA,generaloptica.com
GÉRARD DAREL,gerardarel.com
GINA TRICOT,ginatricot.com
GINA TRICOT AB,ginatricot.com
GLOVO,glovoapp.com
GO SPORT,gosport.com
GO SPORT FRANCE,gosport.fr
GOOGLE CHROMEOS,chrome.google.com
GOOGLE CLOUD,cloud.google.com
GOYARD,goyard.com
GPV FRANCE,gpv-france.com
GRANDVISION,grandvision.com
GRANDVISION (ESSILOR LUXOTTICA),grandvision.com
GRANDVISION BENELUX,grandvision.nl
GREENWEEZ,greenweez.com
GREENWEEZ SA,greenweez.com
GROUPE ADP,groupeadp.fr
GROUPE ASTEN,groupe-asten.com
GROUPE BEAUMANOIR,beaumanoir.com
GROUPE BLACHERE,blachere.com
GROUPE CAMPUS,groupe-campus.com
GROUPE CANAL+,canalplus.com
GROUPE CARREFOUR,carrefour.com
GROUPE CASINO,groupe-casino.com
GROUPE CHANTELLE,chantelle.com
GROUPE COURIR,courir.com
GROUPE ERAM,eram.com
GROUPE ETAM,etam.com
GROUPE FNAC DARTY,fnacdarty.com
GROUPE JOUECLUB,joueclub.fr
GROUPE LA POSTE,laposte.fr
GROUPE LDLC,ldlc.com
GROUPE MANUTAN,manutan.com
GROUPE MARIE CLAIRE,marieclaire.com
GROUPE MARQUES AVENUE,marcavenue.com
GROUPE NOCIBE,nocibe.fr
GROUPE PIERRE FABRE,pierrefabre.com
GROUPE ROCHER,groupe-rocher.com
GROUPE SAVENCIA,savencia.com
GROUPE SEB,groupeseb.com
GROUPE V AND B,vandb.com
GROUPE WATERAIR,waterair.com
GROUPE YVES ROCHER,yves-rocher.com
GROUPEMENT DES CARTES BANCAIRES CB,cartes-bancaires.com
GROUPEMENT LES MOUSQUETAIRES,mousquetaires.com
GROUPEMENT MOUSQUETAIRES,mousquetaires.com
GROUPON FRANCE,groupon.fr
GRUPO BOTICARIO,grupoboticario.com.br
GUCCI,gucci.com
GUERLAIN,guerlain.com
GUINOT,guinot.com
H&M,hm.com
HAGER GROUP,hager-group.com
HAIRSTORE,hairstore.com
HALEON,haleon.com
HANES,hanes.com
HARIBO,haribo.com
HARLEY-DAVIDSON FRANCE,harley-davidson.fr
HARTFORD,hartford.com
HAVAS,havas.com
HEINEKEN ENTREPRISE,heineken.com
HELLENIC CONFEDERATION OF COMMERCE AND ENTREPRENEURSHIP,esee.gr
HELLOPRO,hellopro.com
HEMA,hema.com
HEMA B.V.,hema.nl
HERBALIFE,herbalife.com
HERIGE,herige.com
HERMES,hermes.com
HERMÈS,hermes.com
HERMÈS PARFUM BEAUTÉ,hermes.com
HEYTENS,heytens.com
HIFI INTERNATIONAL,hifiinternational.com
HIPANEMA,hipanema.com
HISTOIRE D'OR,histoiredor.com
HISTOIRE D'OR - THOM GROUP,histoiredor.com
HOME,home.com
HOURA,houra.com
HOURGLASS COSMETICS,hourglasscosmetics.com
HP,hp.com
HTTPS://NAMELAKA.UA/,namelaka.ua
HUAWEI,huawei.com
HUAWEI ENTREPRISE,enterprise.huawei.com
HUB ONE,hub-one.com
HUB.BRUSSELS,hub.brussels
HUGO BOSS,hugoboss.com
HUNKEMOLLER,hunkemoller.com
IBM,ibm.com
IBM CONSULTING FRANCE,ibm.com
ICA SUPERMARKET,ica.se
ICON,iconplc.com
ID&CO,idandco.com
IDGROUP,idgroup.com
IDKIDS,idkids.com
IKEA,ikea.com
IKEA FRANCE,ikea.fr
IKEA GROUP,ikea.com
IKKS GROUP,ikks.com
INFOR,infor.com
INGENICO,ingenico.com
INMAC-WSTORE,inmac-wstore.com
INOUI EDITIONS,inoui-editions.com
INSIDER,insider.com
INTERGAMMA,intergamma.com
INTERMARCHE,intermarche.com
INTERMARCHÉ,intermarche.com
INTERMARCHÉ ALIMENTAIRE INTERNATIONAL,intermarche.com
INTERPARFUM,interparfum.com
INTERSPORT,intersport.com
INTERSPORT FRANCE,intersport.fr
IRASSHAI,irasshai.com
IROBOT,irobot.com
IRRITEC,irritec.com
ISABEL MARANT,isabelmarant.com
ITAU UNIBANCO,itau.com.br
J.P. MORGAN,jpmorganchase.com
JACADI,jacadi.com
JACQUEMUS,jacquemus.com
JAPAN EXPERIENCE,japan-experience.com
JARDILAND,jardiland.com
JC DECAUX,jcdecaux.com
JCB,jcb.com
JDSPORTS PLC,jdsports.com
JEAN BOUTEILLE,jeanbouteille.com
JEFF DE BRUGES,jeffdebruges.com
JENNYFER,jennyfer.com
JM WESTON,jmweston.com
JNJ,jnj.com
JÕGEVA MAJANDUSÜHISTU,jogeva.ee
JOHN LEWIS PARTNERSHIP,johnlewispartnership.co.uk
JONAK,jonak.com
JULA AB,jula.se
JYSK,jysk.com
KANTAR WORLDPANEL,kantar-worldpanel.com
KAPORAL,kaporal.com
KAPPA,kappa.com
KAROIL - GROUPE AUTOVISION,karoil.com
KAUFLAND,kaufland.com
KAWASAKI,kawasaki.com
KCAL,kcal.com
KCAL COLLECTIVE,kcalcollective.com
KENZO,kenzo.com
KERING,kering.com
KERING GROUP,kering.com
KESKO OYJ,kesko.fi
KFC FRANCE,kfc.fr
KFC FRANCE | YUM! RESTAURANTS INTERNAT,kfc.fr
KIABI,kiabi.com
KIKO MILANO,kikomilanoshop.com
KILOUTOU,kiloutou.com
KING JOUET,kingjouet.com
KINGFISHER,kingfisher.com
KLÉPIERRE,klepierre.com
KODAKMOMENTS,kodakmoments.com
KODAKMOMENTS.,kodakmoments.com
KONTOOR BRANDS,kontoorbrands.com
KRËFEL,krefel.be
KUBII,kubii.com
KWANKO,kwanko.com
L COMMERCE,lcommerce.com
L:A BRUKET,labruket.com
LA BAGAGERIE,labagagerie.com
LA BANQUE POSTALE,labanquepostale.fr
LA CHAMBRE,lachambre.com
LA CORDÉE PLEIN AIR,lacordee.ca
LA FRANCAIS DES JEUX,fdj.fr
LA FRANCAISE DES JEUX,lfdj.com
LA GRANDE RECRE,lagranderecre.com
LA GRANDE RÉCRÉ,lagranderecre.fr
LA HALLE,lahalle.com
LA HALLE - GROUPE BEAUMANOIR,lahalle.com
LA MAISON DU CHOCOLAT,lamaisonduchocolat.com
LA MONNAIE DE PARIS,monnaiedeparis.fr
LA POSTE,laposte.fr
LA POSTE (BRANCHE GRAND PUBLIC ET NUMERIQUE),laposte.fr
LA PROCURE,laprocure.com
LA REDOUTE,laredoute.com
LABORATOIRE PIERRE FABRE DERMO COSMETIQUE,pierre-fabre.com
LABORATOIRES CINQ MONDES,cinqmondes.com
LABORATOIRES FILORGA,filorga.com
LABORATOIRES YVES ROCHER,yves-rocher.com
LABOUTIQUEOFFICIELLE.COM,laboutiqueofficielle.com
LACOSTE,lacoste.com
LACOSTE E-COMMERCE,lacoste.com
LACOSTE FRANCE,lacoste.com
LADUREE,laduree.com
LAGARDERE,lagardere.com
LAGARDÈRE TRAVEL RETAIL,lagardere-tr.com
LANCASTER,lancaster.com
LANDA,landaglobal.com
LANDMARK GROUP,landmarkgroup.com
LASCANA BRAND GROUP OTTO GMBH & CO. KGAA,lascana.de
LCL,lcl.com
LDLC.COM,ldlc.com
LE BHV MARAIS,lebhvmarais.com
LE BON MARCHE,lebonmarche.com
LE BON MARCHÉ,lebonmarche.com
LE BON MARCHÉ RIVE GAUCHE,lebonmarche.com
LE CREUSET,lecreuset.com
LE NOTRE,lenôtre.com
LE PETIT BALLON,lepetitballon.com
LE ROI DU MATELAS,leroidumatelas.com
LE ROY RENÉ,leroyrene.com
LE SLIP FRANCAIS,leslipfrancais.com
LE TANNEUR,letanneur.com
LE TEMPS DES CERISES,letempsdescerises.com
LEA NATURE,lea-nature.com
LEASI ASSETCO FRANCE (SIREN 978261444) HTTPS://LEASI.CO,leasi.co
LEBONCOIN,leboncoin.fr
LEBONCOIN (ADEVINTA),leboncoin.fr
LECLERC,leclerc.com
LEGALLAIS,legallais.com
LEMAIRE,lemaire.com
LENOVO,lenovo.com
LEROY MERLIN FRANCE,leroymerlin.fr
LEROY MERLIN UKRAINE,leroy-merlin.com.ua
LES 3 RELIQUES,les3reliques.com
LES BONNES CHOSES,lesbonneschoses.com
LES COLLECTIONNEURS,lescollectionneurs.com
LES GALERIES LAFAYETTE PARIS HAUSSMANN,galerieslafayette.com
LES GEORGETTES,lesgeorgettes.com
LES GEORGETTES BY ALTESSE,lesgeorgettes.com
LES PARFUMERIES FRAGONARD,fragonard.com
LES PETITS CHAPERONS ROUGES,lespetitschaperonsrouges.com
LES RITUELLES,lesrituelles.com
LESBENJAMINS,lesbenjamins.com
LESECHOSLEPARISIEN,lesechosleparisien.fr
LEVI STRAUSS & CO,levistrauss.com
LEVI STRAUSS & CO.,levistrauss.com
LEVIS,levi.com
LEVIS STRAUSS & CO,levi.com
L'EXCEPTION,lexception.com
LG,lg.com
LIDL,lidl.com
LIDL INTERNATIONAL,lidl.com
LIDL STIFTUNG & CO. KG,lidl.com
LIGIER GROUP,ligier-group.com
LIKI24,liki24.com
LINDERA,lindera.com
LINDT,lindt.com
LINK MOBILITY,linkmobility.com
LINXENS,linxens.com
LIPAULT,lipault.com
LITTLE BIG CHANGE,littlebigchange.com
LIVING TOURS,livingtours.com
LIVRES ET STICKERS. COM,livresetstickers.com
LOBERON GMBH,loberon.de
LOCATION VOITURE,locationvoiture.com
LOCCITANE,loccitane.com
L'OCCITANE EN PROVENCE,loccitane.com
L'OCCITANE GROUPE,loccitane.com
L'OCCITANE INTERNATIONAL SA,loccitane.com
LONDON & PARTNERS,londonandpartners.com
LONGCHAMP,longchamp.com
L'OREAL,loreal.com
LÓREAL,loreal.com
L'ORÉAL,loreal.com
L'OREAL LUXE,lorealuxe.com
LOT-ART BV,lot-art.com
LOUBOUTIN,louboutin.com
LOUIS VUITTON,louisvuitton.com
LOVE RADIUS,loveradius.com
LOVEHONEY,lovehoney.com
LOWES,lowes.com
LUDILABEL,ludilabel.com
LUHTA SPORTSWEAR COMPANY,luhta.com
LVMH,lvmh.com
LVMH BEAUTY,lvmhbeauty.com
MACOQUE.COM,macoque.com
MADAME VACANCES - EUROGROUP,madame-vacances.com
MADE.COM,made.com
MAGASINS BUT,but.com
MAIF,maif.fr
MAIL BOXES ETC.,mailboxesetc.com
MAISON 123,maison123.com
MAISON BALZAC,maisonbalzac.com
MAISON FRANCIS KURKDJIAN,maisonfranciskurkdjian.com
MAISON MONTEBELLO,maisonmontebello.com
MAISON PIERRE HARDY SAS,pierrehardy.com
MAISON STANDARDS,maisonstandards.com
MAISONS DU MONDE,maisonsdumonde.com
MAJE,maje.com
MANO MANO,manomano.com
MANOMANO,manomano.com
MANUBRICOLE.COM,manubricole.com
MANUCURIST,manucurist.com
MANUTAN INTERNATIONAL,manutan.com
MAPED,maped.com
MARC O POLO,marc-o-polo.com
MARIONNAUD,marionnaud.com
MARKS & SPENCER (M&S),marksandspencer.com
MATAS.DK,matas.dk
MATTEL,mattel.com
MAUBOUSSIN,mauboussin.com
MAX MARA FASHION GROUP,maxmara.com
MAX MARA FASHION GROUP SRL,maxmara.com
MAXICOFFEE,maxicoffee.com
MCDONALD'S,mcdonalds.com
MCDONALDS FRANCE,mcdonalds.fr
MCDONALD'S FRANCE,mcdonalds.fr
MEDIAMARKT POLAND,mediamarkt.pl
MEDIAMARKTSATURN,mediamarktsaturn.com
MÉDIAMÉTRIE,mediametrie.com
MEDIAPOST,mediapost.com
MEDIA-SATURN RETAIL GROUP GMBH,media-saturn.de
MELISSA,melissa.com
"MELVITA, GROUPE L'OCCITANE",melvita.com
MERCADONA,mercadona.es
"MERCARI, INC.",mercari.com
MERCIAN,mercian.com
MERCURE,mercure.com
MESTER GRØNN AS,mestergronn.no
METRO,metro.com
METRO CASH & CARRY ROMANIA,metro.ro
METRO CASH AND CARRY,metro.com
METRO FRANCE,metro.fr
METRO ROMANIA,metro.ro
METTLER TOLEDO,mt.com
MEUBLES IKEA FRANCE,ikea.fr
MICROMANIA,micromania.fr
MICROMANIA-ZING,micromania-zing.com
MICROSOFT,microsoft.com
MICROSOFT DEUTSCHLAND GMBH,microsoft.de
MIDAS,midas.com
MIROGLIO GROUP,mirogliogroup.com
MISTER AUTO,misterauto.com
MISTER EV,misterev.com
MISTERFLY,misterfly.com
MOBIVIA - VIA ID,mobivia.com
MODULSYSTEM SWEDEN AB,modulsystem.se
MOET & CHANDON,moet-chandon.com
MOET HENESSY,moet-hennessy.com
